sketch,notes_path,parameter,canonical_parameter,default,tried,change_score,signal,effect,deterministic,baseline_display,uses_shader,evidence_warning
2018/Generativos/circles004,out/2018/Generativos/circles004/notes.md,cccc,cccc,"int(random(80, random(120, 200))*0.6) (48-120)","[""*2.0 (160-400)""]",large,high,"much denser, heavily overlapping circle coverage",true,:2,true,
2018/Generativos/circles004,out/2018/Generativos/circles004/notes.md,sizeExp,sizeexp,random(1)^3,"[""random(1)""]",large,high,"circles much larger, canvas nearly covered; downstream layout also shifts",true,:2,true,
2018/Generativos/circles004,out/2018/Generativos/circles004/notes.md,stippleAlpha,stipplealpha,80,[200],subtle,low,grain slightly darker/denser; identical composition,true,:2,true,
2018/Generativos/circles004,out/2018/Generativos/circles004/notes.md,strokeWeight,strokeweight,2,[8],subtle,low,thin arc outlines thicker; nothing else changes,true,:2,true,
2018/Generativos/circles005,out/2018/Generativos/circles005/notes.md,cccc,cccc,"random(80, random(120, 200))*0.6",[0.3],,unscored,,true,:2,true,
2018/Generativos/citydatacity,out/2018/Generativos/citydatacity/notes.md,sub,sub,"int(random(20)*random(0.1,1)) (0-19)",[60],large,high,"many more coarse regions -> ~8 big coloured ellipses instead of ~4, each with its own fine-cell interior",true,:2,false,
2018/Generativos/citydatacity,out/2018/Generativos/citydatacity/notes.md,sub2,sub2,int(random(400)*random(1)) (0-399),[50],large,high,"far coarser fine cells: large rectangular blocks with 1-4 subdivisions, ragged gaps mostly gone",true,:2,false,
2018/Generativos/citydatacity,out/2018/Generativos/citydatacity/notes.md,alp,alp,random(256),[80],large,high,"lower alpha -> quads more transparent, colours mix muddily and black shows through more; less opaque 'solid block' look",true,:2,false,
2018/Generativos/citydatacity,out/2018/Generativos/citydatacity/notes.md,ss,ss,1,[6],moderate,high,"corner marks grow from 1px dots to 6px squares, adding a visible multicoloured stippled scatter at every cell corner",true,:2,false,
2018/Generativos/citydatacity,out/2018/Generativos/citydatacity/notes.md,palette,palette,FF0000/FF6C06/EF9FE2/0045D8/152300,"[""greyscale FFFFFF/CCCCCC/888888/444444/000000""]",large,high,"same structure in monochrome; white edge glow blends into white cells, gradients read as smooth greys",true,:2,false,
2018/Generativos/citydatacity,out/2018/Generativos/citydatacity/notes.md,bb (glow width),bb,"min(w,h)*0.1","[""min(w,h)*0.3""]",moderate,high,"3x wider white bottom/right edge glow -> strong bevelled, raised 3D-block appearance on every cell",true,:2,false,
2018/Generativos/citydatacity2,out/2018/Generativos/citydatacity2/notes.md,sub,sub,"random(20)*random(0.1,1)","[""random(200)*random(0.1,1)""]",large,high,"more outer quadtree splits: canvas fills with many small overlapping ellipses, mosaic covers almost everything, black gaps nearly gone",true,:2,false,
2018/Generativos/citydatacity2,out/2018/Generativos/citydatacity2/notes.md,max,max,20,[2],none,low,"no visible change: with this seed the outer quadtree is shallow enough that the 20-px min-size guard never triggers, so lowering it to 2 alters nothing",true,:2,false,
2018/Generativos/citydatacity2,out/2018/Generativos/citydatacity2/notes.md,sub2,sub2,random(400)*random(1),"[""random(4000)*random(1)""]",large,high,"deeper inner quadtree: mosaic cells much smaller, circles read as fine pixelated texture instead of patchy blocks",true,:2,false,
2018/Generativos/citydatacity2,out/2018/Generativos/citydatacity2/notes.md,alp,alp,random(256),[255],large,high,"opaque cells: hard-edged flat blocks, no soft colour blending between overlaps; mosaic looks more solid/painterly",true,:2,false,
2018/Generativos/citydatacity2,out/2018/Generativos/citydatacity2/notes.md,colors,colors,"{#3520A6, #68FB77, #FB8F2D, #F0F962, #874BAB}","[""{#001E5C, #007EC0, #00BCD4, #98C1D9, #E0FBFC}""]",large,high,"same geometry, cool blue/white palette replaces saturated yellow/green/orange; confirms layout is seed-driven and independent of palette",true,:2,false,
2018/Generativos/citydatacity2,out/2018/Generativos/citydatacity2/notes.md,ss,ss,1,[6],moderate,high,6-px corner squares at each mosaic cell corner: visible dotted grid texture over the cells,true,:2,false,
2018/Generativos/citypop,out/2018/Generativos/citypop/notes.md,cc (cloud count),cc,int(random(120)),[30],large,high,"fewer cloud streaks, but also re-rolls every downstream random draw, so the whole circle layout, ground colour and palm/city positions shift — a global reseed rather than a local change",true,:2,false,
2018/Generativos/citypop,out/2018/Generativos/citypop/notes.md,scattered dot count,scattered dot count,1000,[300],large,high,pale mottled underlayer becomes much sparser; sky reads cleaner and the large circles stand out more. Some of the score comes from the RNG stream shifting afterwards,true,:2,false,
2018/Generativos/citypop,out/2018/Generativos/citypop/notes.md,sky circle palette,sky circle palette,"{#FF3D20,#FC9D43,#3998C2,#3E56A8,#090D0E}","[""{#687FA1,#AFE0CD,#FDECB4,#F63A49,#FE8141} (the commented-out list)""]",large,high,"same layout, but circles become muted sage/cream/red-orange instead of saturated red/blue/black; noticeably pastel",true,:2,false,
2018/Generativos/citypop,out/2018/Generativos/citypop/notes.md,formSky circle attempts,formsky circle attempts,1000,[500],moderate,high,"fewer large circles, more open sky; faint clouds and contrails become easier to see (also partly RNG-stream shift)",true,:2,false,
2018/Generativos/citypop,out/2018/Generativos/citypop/notes.md,city building count,city building count,8,[3],subtle,low,city cluster shrinks to 3 buildings in the lower right; ground band happens to pick the pink pastel this run,true,:2,false,
2018/Generativos/citypop02,out/2018/Generativos/citypop02/notes.md,balloon size range,balloon size range,"random(0.02, 0.1)","[""random(0.02, 0.25)""]",,unscored,,true,:2,false,
2018/Generativos/citypop02,out/2018/Generativos/citypop02/notes.md,city width w,city width w,160,[320],,unscored,,true,:2,false,
2018/Generativos/citypop02,out/2018/Generativos/citypop02/notes.md,buildings per city cc,buildings per city cc,8,[20],,unscored,,true,:2,false,
2018/Generativos/citypop02,out/2018/Generativos/citypop02/notes.md,flowers mound height hh,flowers mound height hh,0.2,[0.5],,unscored,,true,:2,false,
2018/Generativos/citypop02,out/2018/Generativos/citypop02/notes.md,airplane trail alpha,airplane trail alpha,2,[30],,unscored,,true,:2,false,
2018/Generativos/citypop02,out/2018/Generativos/citypop02/notes.md,cityCount,citycount,"int(random(1, 4))",[6],,unscored,,true,:2,false,
2018/Generativos/clima,out/2018/Generativos/clima/notes.md,sep,sep,120,[240],large,high,"larger minimum cell size; coarser tiling with fewer, bigger cells, bigger bubble clusters and mountains",true,:2,false,
2018/Generativos/clima,out/2018/Generativos/clima/notes.md,sub,sub,int(random(500)*random(1)) = 0-499,"[""int(random(2000)*random(1))""]",large,high,"more subdivision iterations; finer, busier tiling with many smaller cells",true,:2,false,
2018/Generativos/clima,out/2018/Generativos/clima/notes.md,gri,gri,15,[30],large,high,"coarser per-cell texture: sparser dot grid, larger mini-squares/ellipses, coarser flow hatch; same cell layout",true,:2,false,
2018/Generativos/clima,out/2018/Generativos/clima/notes.md,det1,det1,random(0.01),"[""random(0.001)""]",none,low,"no visible change (seed-42 draw of random(0.01) is already tiny, so flow angles are near-constant either way)",true,:2,false,
2018/Generativos/clima,out/2018/Generativos/clima/notes.md,cc,cc,"int(random(1, 4)) = 1-3","[""int(random(1, 8))""]",large,high,"up to 7 mountain layers per cell; denser, more jagged bottom silhouettes",true,:2,false,
2018/Generativos/clima,out/2018/Generativos/clima/notes.md,div,div,int(random(20)) = 0-19,"[""int(random(5))""]",moderate,high,"shallower bubble-cluster recursion; fewer, smaller circles per cell",true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,cc,cc,200000,[50000],moderate,high,"fewer candidate points -> sparser field, fewer circles, fewer/longer network lines",true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,det,det,random(0.01),"[""random(0.002)""]",moderate,high,"coarser noise scale -> circle sizes vary in broad patches, visible clumps of similar-sized circles",true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,max,max,"width*random(0.0625, 0.1875)","[""width*random(0.03, 0.1)""]",large,high,"smaller max radius -> no huge circles, denser field of small-medium dots",true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,sep,sep,"random(1.2, 2.4)","[""random(1.8, 3.2)""]",moderate,high,"larger minimum separation -> fewer, more widely spaced circles, bigger gaps; outline rings (radius c.z*sep) farther out",true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,ringprob,ringprob,0.2,[0.8],subtle,low,"rings on nearly every circle, but thin strokes -> small pixel change",true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,rejectPack,rejectpack,,,,unscored,,true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,arc2,arc2,,,,unscored,,true,:2,false,
2018/Generativos/cnotc,out/2018/Generativos/cnotc/notes.md,poly,poly,,,,unscored,,true,:2,false,
2018/Generativos/cocirco,out/2018/Generativos/cocirco/notes.md,ribbonCount,ribboncount,1000,[2000],large,high,denser ribbon mesh; also reshuffles all 50 discs because the extra iterations consume random values from the single shared stream,true,:2,false,
2018/Generativos/cocirco,out/2018/Generativos/cocirco/notes.md,ribbonDiv,ribbondiv,"random(32, 120)","[""random(64, 240)""]",subtle,low,finer two-color stripes on the ribbons; composition unchanged,true,:2,false,
2018/Generativos/cocirco,out/2018/Generativos/cocirco/notes.md,discDiv,discdiv,"random(16, 69)","[""random(32, 138)""]",moderate,high,finer radial wedges on the sunburst discs; composition unchanged,true,:2,false,
2018/Generativos/cocirco,out/2018/Generativos/cocirco/notes.md,dd,dd,0.72,[1.2],moderate,high,ribbon endpoints on a larger circle; bands reach the corners and crossing angles change; composition unchanged,true,:2,false,
2018/Generativos/cocirco,out/2018/Generativos/cocirco/notes.md,dotSize,dotsize,0.2,[0.5],subtle,low,center dots clearly larger (up to ~2.5x radius); composition unchanged,true,:2,false,
2018/Generativos/cocirco,out/2018/Generativos/cocirco/notes.md,palette,palette,5-color warm set,"[""6-color set: yellow/orange/pink/purple/green/cyan""]",large,high,"same composition, every color replaced",true,:2,false,
2018/Generativos/colasUnicorneo,out/2018/Generativos/colasUnicorneo/notes.md,tailCount,tailcount,80,[40],large,high,sparser composition; more background shows through between tails,true,:2,false,
2018/Generativos/colasUnicorneo,out/2018/Generativos/colasUnicorneo/notes.md,shrink,shrink,0.99,[0.97],large,high,tails become short stubby teardrops; no long tapering tips,true,:2,false,
2018/Generativos/colasUnicorneo,out/2018/Generativos/colasUnicorneo/notes.md,colorDrift,colordrift,random(0.02),"[""random(0.1)""]",large,high,rapid rainbow banding along each tail instead of one smooth two-colour blend,true,:2,false,
2018/Generativos/colasUnicorneo,out/2018/Generativos/colasUnicorneo/notes.md,vel,vel,0.02,[0.08],large,high,"longer, straighter, more elongated tails with gentler curves",true,:2,false,
2018/Generativos/colasUnicorneo,out/2018/Generativos/colasUnicorneo/notes.md,startSize,startsize,"width*random(0.1, 0.3)","[""width*random(0.05, 0.1)""]",large,high,"much smaller, thinner tails; lots of flat background visible",true,:2,false,
2018/Generativos/colasUnicorneo,out/2018/Generativos/colasUnicorneo/notes.md,decoCount,decocount,"random(-2, 4)","[""random(4, 8)""]",large,high,more small gradient rings and dots scattered across the canvas,true,:2,false,
2018/Generativos/conecttions,out/2018/Generativos/conecttions/notes.md,iterations,iterations,1000,[2000],subtle,low,"denser web, slightly larger outline, same radial structure",true,:2,false,
2018/Generativos/conecttions,out/2018/Generativos/conecttions/notes.md,seedBand,seedband,"random(0.4, 0.6)","[""random(0.3, 0.7)""]",moderate,high,web spreads wider over the canvas; larger outer facets,true,:2,false,
2018/Generativos/conecttions,out/2018/Generativos/conecttions/notes.md,triAlpha,trialpha,"random(200)*random(0.2, 1)","[""random(255)*random(0.5, 1)""]",none,low,no visible change,true,:2,false,
2018/Generativos/conecttions,out/2018/Generativos/conecttions/notes.md,dotSize,dotsize,3,[6],none,low,no visible change,true,:2,false,
2018/Generativos/conecttions,out/2018/Generativos/conecttions/notes.md,lineAlpha,linealpha,30,[100],subtle,low,midpoint-to-vertex lines slightly more visible,true,:2,false,
2018/Generativos/conecttions,out/2018/Generativos/conecttions/notes.md,mergeDist,mergedist,0.2,[2.0],none,low,pixel-identical output; no point pairs within 2 px,true,:2,false,
2018/Generativos/conitos,out/2018/Generativos/conitos/notes.md,cc,cc,"random(20,200)",[300],large,high,no density gain: noise gate still rejects most candidates; layout fully reshuffled (fixed literal shifts the random stream),true,:2,false,
2018/Generativos/conitos,out/2018/Generativos/conitos/notes.md,det,det,random(0.01),[0.003],large,high,"coarser noise -> larger surviving regions; cones cluster into big blobs (top center, bottom)",true,:2,false,
2018/Generativos/conitos,out/2018/Generativos/conitos/notes.md,gate,gate,0.4,[0.3],moderate,high,more candidates pass the threshold -> denser scatter of same-size cones,true,:2,false,
2018/Generativos/conitos,out/2018/Generativos/conitos/notes.md,size_scale,size scale,width*1.2,"[""width*2.4""]",large,high,"2x cone radius/height -> huge overlapping cones, canvas crowded",true,:2,false,
2018/Generativos/conitos,out/2018/Generativos/conitos/notes.md,colors,colors,6-colour primary set,"[""grayscale""]",large,high,same layout recoloured; background flips to light grey (random pick from new list),true,:2,false,
2018/Generativos/cubidata,out/2018/Generativos/cubidata/notes.md,cc,cc,"int(random(4, 120)) (10 at seed 42)",[40],large,high,"coarser resolution: 40x40 fine grid reads as a busy pixel-art texture, insets become tiny dots",true,:2,false,
2018/Generativos/cubidata,out/2018/Generativos/cubidata/notes.md,insetProb,insetprob,0.5,[1.0],large,high,every cell gets a centered inset square; the sparse-dot look becomes a uniform cell-plus-dot pattern,true,:2,false,
